epoch,train_loss,val_loss,val_psnr,val_ssim,val_lpips
1,0.48722122609615326,0.439945787191391,14.084953308105469,0.2354094684123993,0.6994951069355011
2,0.41117000579833984,0.41482503712177277,14.475130558013916,0.3038165867328644,0.7586475610733032
1,0.14312496439499015,0.14060663630565007,27.0433004061381,0.7068830420573552,0.3281277912358443
2,0.12078297920525075,0.12996200919151307,27.378672790527343,0.7338044196367264,0.3033751351137956
3,0.11638542449868777,0.1187528437624375,27.969271246592204,0.7578652630249659,0.26663094634811085
4,0.1138482138295384,0.11706655162076156,27.92275203069051,0.7651281704505285,0.2711626417934895
5,0.11121126137235586,0.11826061693330606,27.518987210591636,0.7605702201525371,0.236678717037042
6,0.10492786717984606,0.11061971007535855,28.355408700307212,0.7736414859692256,0.21626214583714803
7,0.10168057573849663,0.10902150024970372,28.40910530090332,0.7762807856003443,0.2068012498319149
8,0.10031478672343142,0.10705923158675432,28.472536182403566,0.7828532338142395,0.21083028043309848
9,0.09853608833954615,0.10608560343583424,28.469753551483155,0.7817994326353073,0.1837629133214553
10,0.09751348645590684,0.10561762421081464,28.51046848297119,0.7820511291424433,0.1805073454976082
11,0.09674219128620976,0.10563445892184972,28.60480244954427,0.7826400568087896,0.19032099694013596
12,0.09625444009023554,0.10356104895472526,28.75017213821411,0.7873343000809352,0.18386087554196517
13,0.09547343973946922,0.10335343747089307,28.56374963124593,0.7865722209215165,0.16728602461516856
14,0.09514681830563966,0.10279659995188316,28.715114148457847,0.7902939945459366,0.1887426036099593
15,0.09466384745696012,0.10243669052918752,28.67145694096883,0.7887363612651825,0.16667168885469436
16,0.09434068351984023,0.10324546272555987,28.861511007944742,0.7867833683888118,0.18124581190447012
17,0.09407746674602523,0.10138725396245718,28.834968344370523,0.7905797789494197,0.16588501532872518
18,0.09307134664233993,0.10158201325684786,28.803175576527913,0.7888463745514552,0.15635564525922138
19,0.09283713409129311,0.10061584077775479,28.858100001017252,0.7926740537087122,0.1602577223132054
20,0.09267460080411505,0.10252378471195697,28.656178983052573,0.7920739243427912,0.18630425011118254
21,0.09271695113138241,0.0997300310060382,28.862063439687095,0.7945220063130061,0.15973955442508062
22,0.09223253791603972,0.10024987651656071,28.867702579498292,0.793502081433932,0.16654018548627694
23,0.09194943067782066,0.0999442076931397,28.82432076136271,0.7944893429676692,0.15900327401856582
24,0.09264051847378997,0.09965044800192117,28.84650313059489,0.7953470935424168,0.15930789957443872
25,0.0916605208069086,0.0995047140866518,28.85861406326294,0.7953979154427846,0.15966211557388305
